#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,
2020,10,07,17,00,49,1.3,1.8,99.00,99.00,99.00,999,1017.9,26.0,999.0,999.0,99.0,99.00,
2020,10,07,18,00,150,3.7,4.1,99.00,99.00,99.00,999,1017.3,24.9,999.0,999.0,99.0,99.00,
2020,10,07,19,00,190,4.3,4.8,99.00,99.00,99.00,999,1016.8,24.9,999.0,999.0,99.0,99.00,
2020,10,07,20,00,199,3.7,4.5,99.00,99.00,99.00,999,1016.3,25.0,999.0,999.0,99.0,99.00,
2020,10,07,21,00,209,4.2,4.8,99.00,99.00,99.00,999,1015.9,24.3,999.0,999.0,99.0,99.00,
2020,10,07,22,00,199,3.1,3.8,99.00,99.00,99.00,999,1015.9,24.3,999.0,999.0,99.0,99.00,
2020,10,07,23,00,213,3.3,3.9,99.00,99.00,99.00,999,1016.2,23.8,999.0,999.0,99.0,99.00,
2020,10,08,00,00,231,3.0,3.8,99.00,99.00,99.00,999,1016.4,23.2,999.0,999.0,99.0,99.00,
2020,10,08,01,00,235,2.8,4.1,99.00,99.00,99.00,999,1016.8,23.0,999.0,999.0,99.0,99.00,
2020,10,08,02,00,221,2.9,3.6,99.00,99.00,99.00,999,1017.1,23.0,999.0,999.0,99.0,99.00,
2020,10,08,03,00,233,3.0,4.4,99.00,99.00,99.00,999,1017.2,22.8,999.0,999.0,99.0,99.00,
2020,10,08,04,00,234,2.7,3.6,99.00,99.00,99.00,999,1017.2,22.7,999.0,999.0,99.0,99.00,
2020,10,08,05,00,256,1.1,1.5,99.00,99.00,99.00,999,1017.1,22.3,999.0,999.0,99.0,99.00,
2020,10,08,06,00,265,1.4,2.0,99.00,99.00,99.00,999,1017.2,22.1,999.0,999.0,99.0,99.00,
2020,10,08,07,00,250,1.6,2.6,99.00,99.00,99.00,999,1017.0,21.7,999.0,999.0,99.0,99.00,
2020,10,08,08,00,257,2.3,2.9,99.00,99.00,99.00,999,1017.0,21.4,999.0,999.0,99.0,99.00,
2020,10,08,09,00,258,2.3,2.9,99.00,99.00,99.00,999,1017.3,21.0,999.0,999.0,99.0,99.00,
2020,10,08,10,00,259,1.9,2.5,99.00,99.00,99.00,999,1017.5,20.8,999.0,999.0,99.0,99.00,
2020,10,08,11,00,252,2.3,3.1,99.00,99.00,99.00,999,1018.0,20.5,999.0,999.0,99.0,99.00,
2020,10,08,12,00,273,1.7,1.9,99.00,99.00,99.00,999,1018.4,20.5,999.0,999.0,99.0,99.00,
2020,10,08,13,00,307,1.1,1.6,99.00,99.00,99.00,999,1019.0,22.2,999.0,999.0,99.0,99.00,
2020,10,08,14,00,358,1.8,2.3,99.00,99.00,99.00,999,1019.3,24.0,999.0,999.0,99.0,99.00,
2020,10,08,15,00,336,1.5,1.9,99.00,99.00,99.00,999,1019.4,25.8,999.0,999.0,99.0,99.00,
2020,10,08,16,00,25,2.5,2.8,99.00,99.00,99.00,999,1019.4,25.4,999.0,999.0,99.0,99.00,
2020,10,08,17,00,82,2.1,2.4,99.00,99.00,99.00,999,1019.0,25.9,999.0,999.0,99.0,99.00,
2020,10,08,18,00,103,2.5,2.7,99.00,99.00,99.00,999,1018.6,24.8,999.0,999.0,99.0,99.00,
2020,10,08,19,00,132,2.2,2.3,99.00,99.00,99.00,999,1018.2,25.0,999.0,999.0,99.0,99.00,
2020,10,08,20,00,128,2.1,2.3,99.00,99.00,99.00,999,1018.0,24.9,999.0,999.0,99.0,99.00,
2020,10,08,21,00,131,1.6,1.9,99.00,99.00,99.00,999,1018.0,24.9,999.0,999.0,99.0,99.00,
2020,10,08,22,00,125,1.9,2.1,99.00,99.00,99.00,999,1018.2,25.0,999.0,999.0,99.0,99.00,
2020,10,08,23,00,157,1.2,1.4,99.00,99.00,99.00,999,1018.4,24.7,999.0,999.0,99.0,99.00,
2020,10,09,00,00,151,0.1,0.3,99.00,99.00,99.00,999,1018.6,23.5,999.0,999.0,99.0,99.00,
2020,10,09,01,00,151,0.6,0.7,99.00,99.00,99.00,999,1019.1,23.3,999.0,999.0,99.0,99.00,
2020,10,09,02,00,151,0.5,0.5,99.00,99.00,99.00,999,1019.6,22.6,999.0,999.0,99.0,99.00,
2020,10,09,03,00,0,0.0,0.0,99.00,99.00,99.00,999,1019.9,22.3,999.0,999.0,99.0,99.00,
2020,10,09,04,00,0,0.0,0.1,99.00,99.00,99.00,999,1020.1,22.4,999.0,999.0,99.0,99.00,
2020,10,09,05,00,0,0.0,0.0,99.00,99.00,99.00,999,1019.9,21.7,999.0,999.0,99.0,99.00,
2020,10,09,06,00,15,0.6,0.7,99.00,99.00,99.00,999,1019.9,21.6,999.0,999.0,99.0,99.00,
2020,10,09,07,00,17,1.3,1.4,99.00,99.00,99.00,999,1019.8,21.7,999.0,999.0,99.0,99.00,
2020,10,09,08,00,26,1.1,1.3,99.00,99.00,99.00,999,1019.4,22.0,999.0,999.0,99.0,99.00,
2020,10,09,09,00,38,1.4,1.6,99.00,99.00,99.00,999,1019.2,22.2,999.0,999.0,99.0,99.00,
2020,10,09,10,00,0,1.9,2.0,99.00,99.00,99.00,999,1019.7,21.3,999.0,999.0,99.0,99.00,
2020,10,09,11,00,45,2.7,2.9,99.00,99.00,99.00,999,1020.1,21.8,999.0,999.0,99.0,99.00,
2020,10,09,12,00,51,2.9,3.1,99.00,99.00,99.00,999,1020.9,22.4,999.0,999.0,99.0,99.00,
2020,10,09,13,00,48,4.5,4.8,99.00,99.00,99.00,999,1021.6,23.0,999.0,999.0,99.0,99.00,
2020,10,09,14,00,47,6.2,6.7,99.00,99.00,99.00,999,1022.3,23.0,999.0,999.0,99.0,99.00,
2020,10,09,15,00,58,5.8,6.4,99.00,99.00,99.00,999,1022.4,23.2,999.0,999.0,99.0,99.00,
2020,10,09,16,00,45,5.8,6.6,99.00,99.00,99.00,999,1022.4,23.6,999.0,999.0,99.0,99.00,
2020,10,09,17,00,52,5.6,6.3,99.00,99.00,99.00,999,1022.2,24.3,999.0,999.0,99.0,99.00,
2020,10,09,18,00,57,4.6,5.4,99.00,99.00,99.00,999,1021.4,24.6,999.0,999.0,99.0,99.00,
2020,10,09,19,00,49,4.9,5.4,99.00,99.00,99.00,999,1020.9,24.2,999.0,999.0,99.0,99.00,
2020,10,09,20,00,48,4.2,5.2,99.00,99.00,99.00,999,1020.7,24.7,999.0,999.0,99.0,99.00,
2020,10,09,21,00,64,4.1,4.6,99.00,99.00,99.00,999,1021.0,24.6,999.0,999.0,99.0,99.00,
2020,10,09,22,00,68,3.8,4.2,99.00,99.00,99.00,999,1020.9,24.3,999.0,999.0,99.0,99.00,
2020,10,09,23,00,48,3.7,3.9,99.00,99.00,99.00,999,1020.9,23.9,999.0,999.0,99.0,99.00,
2020,10,10,00,00,71,3.1,3.3,99.00,99.00,99.00,999,1021.1,23.9,999.0,999.0,99.0,99.00,
2020,10,10,01,00,93,2.3,2.6,99.00,99.00,99.00,999,1021.3,24.3,999.0,999.0,99.0,99.00,
2020,10,10,02,00,114,2.7,2.7,99.00,99.00,99.00,999,1021.2,24.2,999.0,999.0,99.0,99.00,
2020,10,10,03,00,132,4.4,4.7,99.00,99.00,99.00,999,1021.2,24.6,999.0,999.0,99.0,99.00,
2020,10,10,04,00,131,4.3,4.6,99.00,99.00,99.00,999,1020.8,24.6,999.0,999.0,99.0,99.00,
2020,10,10,05,00,130,4.4,4.6,99.00,99.00,99.00,999,1020.1,24.6,999.0,999.0,99.0,99.00,
2020,10,10,06,00,140,4.8,5.1,99.00,99.00,99.00,999,1020.0,24.6,999.0,999.0,99.0,99.00,
2020,10,10,07,00,141,4.2,4.5,99.00,99.00,99.00,999,1019.8,24.6,999.0,999.0,99.0,99.00,
2020,10,10,08,00,131,5.7,6.4,99.00,99.00,99.00,999,1018.9,24.8,999.0,999.0,99.0,99.00,
2020,10,10,09,00,136,5.0,5.7,99.00,99.00,99.00,999,1018.7,24.7,999.0,999.0,99.0,99.00,
2020,10,10,10,00,137,4.8,5.3,99.00,99.00,99.00,999,1018.9,24.6,999.0,999.0,99.0,99.00,
2020,10,10,11,00,132,4.9,5.4,99.00,99.00,99.00,999,1019.3,24.7,999.0,999.0,99.0,99.00,
2020,10,10,12,00,119,5.3,5.9,99.00,99.00,99.00,999,1019.4,24.6,999.0,999.0,99.0,99.00,
2020,10,10,13,00,127,5.2,5.6,99.00,99.00,99.00,999,1019.6,24.7,999.0,999.0,99.0,99.00,
2020,10,10,14,00,123,5.6,6.2,99.00,99.00,99.00,999,1019.6,24.7,999.0,999.0,99.0,99.00,
2020,10,10,15,00,131,6.5,7.2,99.00,99.00,99.00,999,1019.5,25.1,999.0,999.0,99.0,99.00,
2020,10,10,16,00,129,7.3,8.3,99.00,99.00,99.00,999,1019.2,25.1,999.0,999.0,99.0,99.00,
2020,10,10,17,00,127,7.1,7.7,99.00,99.00,99.00,999,1018.5,25.3,999.0,999.0,99.0,99.00,
2020,10,10,18,00,131,7.7,8.8,99.00,99.00,99.00,999,1017.5,25.2,999.0,999.0,99.0,99.00,
2020,10,10,19,00,127,7.2,7.9,99.00,99.00,99.00,999,1016.6,25.2,999.0,999.0,99.0,99.00,
2020,10,10,20,00,123,6.6,7.3,99.00,99.00,99.00,999,1016.1,25.1,999.0,999.0,99.0,99.00,
2020,10,10,21,00,124,6.4,7.6,99.00,99.00,99.00,999,1015.9,25.0,999.0,999.0,99.0,99.00,
2020,10,10,22,00,120,5.1,5.7,99.00,99.00,99.00,999,1015.8,24.8,999.0,999.0,99.0,99.00,
2020,10,10,23,00,131,5.6,6.1,99.00,99.00,99.00,999,1015.7,24.8,999.0,999.0,99.0,99.00,
2020,10,11,00,00,90,5.3,6.2,99.00,99.00,99.00,999,1015.2,24.2,999.0,999.0,99.0,99.00,
2020,10,11,01,00,109,5.9,6.5,99.00,99.00,99.00,999,1015.4,24.9,999.0,999.0,99.0,99.00,
2020,10,11,02,00,125,7.3,8.5,99.00,99.00,99.00,999,1015.3,25.0,999.0,999.0,99.0,99.00,
2020,10,11,03,00,130,7.2,8.2,99.00,99.00,99.00,999,1014.9,24.9,999.0,999.0,99.0,99.00,
2020,10,11,04,00,144,5.7,6.0,99.00,99.00,99.00,999,1014.2,25.0,999.0,999.0,99.0,99.00,
2020,10,11,05,00,172,6.6,7.1,99.00,99.00,99.00,999,1013.9,24.8,999.0,999.0,99.0,99.00,
2020,10,11,06,00,183,8.8,10.0,99.00,99.00,99.00,999,1013.8,23.8,999.0,999.0,99.0,99.00,
2020,10,11,07,00,175,5.4,6.0,99.00,99.00,99.00,999,1012.8,24.5,999.0,999.0,99.0,99.00,
2020,10,11,08,00,188,2.9,3.1,99.00,99.00,99.00,999,1012.1,24.3,999.0,999.0,99.0,99.00,
2020,10,11,09,00,189,5.7,6.5,99.00,99.00,99.00,999,1012.0,24.3,999.0,999.0,99.0,99.00,
2020,10,11,10,00,190,3.9,4.2,99.00,99.00,99.00,999,1012.1,24.0,999.0,999.0,99.0,99.00,
2020,10,11,11,00,159,2.0,2.4,99.00,99.00,99.00,999,1012.4,23.9,999.0,999.0,99.0,99.00,
2020,10,11,12,00,154,1.4,1.6,99.00,99.00,99.00,999,1012.8,24.2,999.0,999.0,99.0,99.00,
2020,10,11,13,00,152,3.2,3.5,99.00,99.00,99.00,999,1013.2,24.3,999.0,999.0,99.0,99.00,
2020,10,11,14,00,172,3.3,3.7,99.00,99.00,99.00,999,1013.1,24.6,999.0,999.0,99.0,99.00,
2020,10,11,15,00,174,4.4,4.7,99.00,99.00,99.00,999,1012.8,25.2,999.0,999.0,99.0,99.00,
2020,10,11,16,00,171,4.8,5.4,99.00,99.00,99.00,999,1012.5,25.4,999.0,999.0,99.0,99.00,
2020,10,11,17,00,176,5.1,5.5,99.00,99.00,99.00,999,1012.0,25.4,999.0,999.0,99.0,99.00,
2020,10,11,18,00,182,5.4,6.5,99.00,99.00,99.00,999,1011.3,25.6,999.0,999.0,99.0,99.00,
2020,10,11,19,00,197,4.9,5.8,99.00,99.00,99.00,999,1010.6,26.0,999.0,999.0,99.0,99.00,
2020,10,11,20,00,198,5.8,6.5,99.00,99.00,99.00,999,1010.2,25.9,999.0,999.0,99.0,99.00,
2020,10,11,21,00,196,6.3,7.4,99.00,99.00,99.00,999,1010.2,25.7,999.0,999.0,99.0,99.00,
2020,10,11,22,00,201,5.2,6.0,99.00,99.00,99.00,999,1010.5,25.4,999.0,999.0,99.0,99.00,
2020,10,11,23,00,195,4.7,5.3,99.00,99.00,99.00,999,1010.9,25.0,999.0,999.0,99.0,99.00,
2020,10,12,00,00,211,4.5,4.9,99.00,99.00,99.00,999,1011.2,24.9,999.0,999.0,99.0,99.00,
2020,10,12,01,00,201,4.8,5.6,99.00,99.00,99.00,999,1011.3,24.8,999.0,999.0,99.0,99.00,
2020,10,12,02,00,211,5.7,6.2,99.00,99.00,99.00,999,1011.6,24.9,999.0,999.0,99.0,99.00,
2020,10,12,03,00,198,5.4,6.2,99.00,99.00,99.00,999,1011.5,25.0,999.0,999.0,99.0,99.00,
2020,10,12,04,00,201,5.2,6.3,99.00,99.00,99.00,999,1011.6,25.0,999.0,999.0,99.0,99.00,
2020,10,12,05,00,198,5.8,6.5,99.00,99.00,99.00,999,1011.3,25.1,999.0,999.0,99.0,99.00,
2020,10,12,06,00,221,3.8,4.3,99.00,99.00,99.00,999,1011.1,24.8,999.0,999.0,99.0,99.00,
2020,10,12,07,00,239,2.0,2.6,99.00,99.00,99.00,999,1010.9,24.6,999.0,999.0,99.0,99.00,
2020,10,12,08,00,262,2.1,3.1,99.00,99.00,99.00,999,1010.4,24.5,999.0,999.0,99.0,99.00,
2020,10,12,09,00,287,1.3,2.0,99.00,99.00,99.00,999,1010.4,24.0,999.0,999.0,99.0,99.00,
2020,10,12,10,00,261,0.8,1.2,99.00,99.00,99.00,999,1011.0,23.3,999.0,999.0,99.0,99.00,
2020,10,12,11,00,251,1.2,1.7,99.00,99.00,99.00,999,1011.7,23.5,999.0,999.0,99.0,99.00,
2020,10,12,12,00,252,1.4,1.8,99.00,99.00,99.00,999,1012.1,23.7,999.0,999.0,99.0,99.00,
2020,10,12,13,00,236,2.2,3.1,99.00,99.00,99.00,999,1012.9,24.0,999.0,999.0,99.0,99.00,
2020,10,12,14,00,245,3.1,4.1,99.00,99.00,99.00,999,1013.2,24.0,999.0,999.0,99.0,99.00,
2020,10,12,15,00,245,2.9,5.4,99.00,99.00,99.00,999,1013.2,25.0,999.0,999.0,99.0,99.00,
2020,10,12,16,00,252,2.4,3.7,99.00,99.00,99.00,999,1013.2,25.6,999.0,999.0,99.0,99.00,
2020,10,12,17,00,216,5.3,6.0,99.00,99.00,99.00,999,1012.5,24.8,999.0,999.0,99.0,99.00,
2020,10,12,18,00,214,5.6,6.5,99.00,99.00,99.00,999,1011.8,24.7,999.0,999.0,99.0,99.00,
2020,10,12,19,00,218,6.1,7.2,99.00,99.00,99.00,999,1011.2,24.5,999.0,999.0,99.0,99.00,
2020,10,12,20,00,219,5.2,6.3,99.00,99.00,99.00,999,1011.2,24.7,999.0,999.0,99.0,99.00,
2020,10,12,21,00,265,3.1,4.9,99.00,99.00,99.00,999,1011.0,27.0,999.0,999.0,99.0,99.00,
2020,10,12,22,00,265,2.6,3.6,99.00,99.00,99.00,999,1011.2,26.0,999.0,999.0,99.0,99.00,
2020,10,12,23,00,253,1.8,2.6,99.00,99.00,99.00,999,1011.5,24.8,999.0,999.0,99.0,99.00,
2020,10,13,00,00,266,1.4,2.7,99.00,99.00,99.00,999,1012.2,23.9,999.0,999.0,99.0,99.00,
2020,10,13,01,00,275,1.5,2.3,99.00,99.00,99.00,999,1012.6,23.6,999.0,999.0,99.0,99.00,
2020,10,13,02,00,250,1.2,1.5,99.00,99.00,99.00,999,1013.0,23.2,999.0,999.0,99.0,99.00,
2020,10,13,03,00,259,1.5,2.0,99.00,99.00,99.00,999,1013.3,23.0,999.0,999.0,99.0,99.00,
2020,10,13,04,00,288,1.3,1.9,99.00,99.00,99.00,999,1013.4,22.4,999.0,999.0,99.0,99.00,
2020,10,13,05,00,264,1.1,1.9,99.00,99.00,99.00,999,1013.1,22.5,999.0,999.0,99.0,99.00,
2020,10,13,06,00,254,1.8,2.3,99.00,99.00,99.00,999,1013.1,22.2,999.0,999.0,99.0,99.00,
2020,10,13,07,00,287,1.6,1.9,99.00,99.00,99.00,999,1013.1,22.0,999.0,999.0,99.0,99.00,
2020,10,13,08,00,290,2.5,3.5,99.00,99.00,99.00,999,1013.0,22.0,999.0,999.0,99.0,99.00,
2020,10,13,09,00,306,1.9,2.5,99.00,99.00,99.00,999,1013.1,21.9,999.0,999.0,99.0,99.00,
2020,10,13,10,00,306,1.8,2.2,99.00,99.00,99.00,999,1013.6,21.6,999.0,999.0,99.0,99.00,
2020,10,13,11,00,269,1.1,1.5,99.00,99.00,99.00,999,1013.9,21.5,999.0,999.0,99.0,99.00,
2020,10,13,12,00,247,1.4,1.9,99.00,99.00,99.00,999,1014.5,21.6,999.0,999.0,99.0,99.00,
2020,10,13,13,00,336,1.5,2.0,99.00,99.00,99.00,999,1014.9,22.9,999.0,999.0,99.0,99.00,
2020,10,13,14,00,54,1.3,1.5,99.00,99.00,99.00,999,1015.4,23.8,999.0,999.0,99.0,99.00,
2020,10,13,15,00,178,2.3,2.9,99.00,99.00,99.00,999,1015.7,24.2,999.0,999.0,99.0,99.00,
2020,10,13,16,00,197,2.3,3.0,99.00,99.00,99.00,999,1015.5,25.8,999.0,999.0,99.0,99.00,
2020,10,13,17,00,111,0.6,2.2,99.00,99.00,99.00,999,1015.1,25.9,999.0,999.0,99.0,99.00,
2020,10,13,18,00,211,4.5,5.5,99.00,99.00,99.00,999,1014.4,26.5,999.0,999.0,99.0,99.00,
2020,10,13,19,00,191,4.6,5.0,99.00,99.00,99.00,999,1013.6,26.1,999.0,999.0,99.0,99.00,
2020,10,13,20,00,169,3.6,3.9,99.00,99.00,99.00,999,1013.4,25.5,999.0,999.0,99.0,99.00,
2020,10,13,21,00,171,3.8,4.2,99.00,99.00,99.00,999,1013.2,25.1,999.0,999.0,99.0,99.00,
2020,10,13,22,00,167,3.4,3.7,99.00,99.00,99.00,999,1013.4,25.1,999.0,999.0,99.0,99.00,
2020,10,13,23,00,199,2.5,3.0,99.00,99.00,99.00,999,1013.6,24.9,999.0,999.0,99.0,99.00,
2020,10,14,00,00,188,2.7,3.0,99.00,99.00,99.00,999,1014.3,24.8,999.0,999.0,99.0,99.00,
2020,10,14,01,00,170,2.6,2.9,99.00,99.00,99.00,999,1014.6,24.8,999.0,999.0,99.0,99.00,
2020,10,14,02,00,182,2.9,3.1,99.00,99.00,99.00,999,1014.9,24.6,999.0,999.0,99.0,99.00,
2020,10,14,03,00,173,1.1,1.3,99.00,99.00,99.00,999,1015.2,24.6,999.0,999.0,99.0,99.00,
2020,10,14,04,00,182,0.4,0.6,99.00,99.00,99.00,999,1015.3,24.3,999.0,999.0,99.0,99.00,
2020,10,14,05,00,341,1.9,2.2,99.00,99.00,99.00,999,1015.4,23.6,999.0,999.0,99.0,99.00,
2020,10,14,06,00,4,1.4,1.5,99.00,99.00,99.00,999,1015.2,23.3,999.0,999.0,99.0,99.00,
2020,10,14,07,00,35,2.0,2.2,99.00,99.00,99.00,999,1015.2,23.4,999.0,999.0,99.0,99.00,
2020,10,14,08,00,27,2.5,2.9,99.00,99.00,99.00,999,1015.3,23.7,999.0,999.0,99.0,99.00,
2020,10,14,09,00,356,2.7,3.4,99.00,99.00,99.00,999,1015.8,23.1,999.0,999.0,99.0,99.00,
2020,10,14,10,00,13,5.3,6.0,99.00,99.00,99.00,999,1016.7,21.9,999.0,999.0,99.0,99.00,
2020,10,14,11,00,6,5.3,6.2,99.00,99.00,99.00,999,1017.1,20.6,999.0,999.0,99.0,99.00,
2020,10,14,12,00,5,6.0,6.9,99.00,99.00,99.00,999,1017.8,19.8,999.0,999.0,99.0,99.00,
2020,10,14,13,00,13,3.6,4.5,99.00,99.00,99.00,999,1018.6,20.3,999.0,999.0,99.0,99.00,
2020,10,14,14,00,20,3.8,4.4,99.00,99.00,99.00,999,1019.1,21.3,999.0,999.0,99.0,99.00,
2020,10,14,15,00,45,4.9,5.6,99.00,99.00,99.00,999,1019.3,21.6,999.0,999.0,99.0,99.00,
2020,10,14,16,00,48,5.9,6.8,99.00,99.00,99.00,999,1019.2,22.4,999.0,999.0,99.0,99.00,
2020,10,14,17,00,51,7.0,7.6,99.00,99.00,99.00,999,1018.6,22.5,999.0,999.0,99.0,99.00,
2020,10,14,18,00,56,6.6,7.8,99.00,99.00,99.00,999,1018.2,23.5,999.0,999.0,99.0,99.00,
2020,10,14,19,00,66,7.9,8.5,99.00,99.00,99.00,999,1017.6,23.5,999.0,999.0,99.0,99.00,
2020,10,14,20,00,73,8.1,9.2,99.00,99.00,99.00,999,1017.4,23.5,999.0,999.0,99.0,99.00,
2020,10,14,21,00,74,8.7,10.0,99.00,99.00,99.00,999,1017.5,23.1,999.0,999.0,99.0,99.00,
2020,10,14,22,00,79,8.8,10.1,99.00,99.00,99.00,999,1017.7,23.1,999.0,999.0,99.0,99.00,
2020,10,14,23,00,76,8.4,9.2,99.00,99.00,99.00,999,1017.8,23.0,999.0,999.0,99.0,99.00,
2020,10,15,00,00,77,7.8,8.8,99.00,99.00,99.00,999,1017.9,23.2,999.0,999.0,99.0,99.00,
2020,10,15,01,00,83,7.0,8.4,99.00,99.00,99.00,999,1018.1,23.5,999.0,999.0,99.0,99.00,
2020,10,15,02,00,82,6.5,7.2,99.00,99.00,99.00,999,1018.3,23.5,999.0,999.0,99.0,99.00,
2020,10,15,03,00,80,6.5,7.5,99.00,99.00,99.00,999,1018.6,23.6,999.0,999.0,99.0,99.00,
2020,10,15,04,00,84,5.7,6.4,99.00,99.00,99.00,999,1018.2,23.8,999.0,999.0,99.0,99.00,
2020,10,15,05,00,84,5.2,5.9,99.00,99.00,99.00,999,1017.9,23.9,999.0,999.0,99.0,99.00,
2020,10,15,06,00,75,4.5,5.1,99.00,99.00,99.00,999,1017.7,24.0,999.0,999.0,99.0,99.00,
2020,10,15,07,00,73,4.9,5.5,99.00,99.00,99.00,999,1017.4,23.8,999.0,999.0,99.0,99.00,
2020,10,15,08,00,59,4.3,4.9,99.00,99.00,99.00,999,1017.1,23.7,999.0,999.0,99.0,99.00,
2020,10,15,09,00,77,5.8,6.3,99.00,99.00,99.00,999,1016.9,23.7,999.0,999.0,99.0,99.00,
2020,10,15,10,00,77,6.1,6.8,99.00,99.00,99.00,999,1016.9,23.2,999.0,999.0,99.0,99.00,
2020,10,15,11,00,86,5.7,6.5,99.00,99.00,99.00,999,1017.3,23.3,999.0,999.0,99.0,99.00,
2020,10,15,12,00,61,6.7,7.2,99.00,99.00,99.00,999,1017.5,22.5,999.0,999.0,99.0,99.00,
2020,10,15,13,00,65,5.4,5.8,99.00,99.00,99.00,999,1018.0,23.1,999.0,999.0,99.0,99.00,
2020,10,15,14,00,66,5.1,5.7,99.00,99.00,99.00,999,1018.2,23.6,999.0,999.0,99.0,99.00,
2020,10,15,15,00,70,5.0,5.7,99.00,99.00,99.00,999,1018.0,23.7,999.0,999.0,99.0,99.00,
2020,10,15,16,00,82,5.6,6.0,99.00,99.00,99.00,999,1017.9,23.8,999.0,999.0,99.0,99.00,
2020,10,15,17,00,103,4.0,4.6,99.00,99.00,99.00,999,1017.4,23.7,999.0,999.0,99.0,99.00,
2020,10,15,18,00,105,4.8,5.2,99.00,99.00,99.00,999,1016.7,23.9,999.0,999.0,99.0,99.00,
2020,10,15,19,00,119,4.9,5.6,99.00,99.00,99.00,999,1016.3,23.5,999.0,999.0,99.0,99.00,
2020,10,15,20,00,147,5.4,6.4,99.00,99.00,99.00,999,1016.1,23.8,999.0,999.0,99.0,99.00,
2020,10,15,21,00,130,3.1,3.6,99.00,99.00,99.00,999,1016.2,23.4,999.0,999.0,99.0,99.00,
2020,10,15,22,00,230,5.3,7.8,99.00,99.00,99.00,999,1016.3,22.6,999.0,999.0,99.0,99.00,
2020,10,15,23,00,229,2.6,3.3,99.00,99.00,99.00,999,1016.2,22.9,999.0,999.0,99.0,99.00,
2020,10,16,00,00,170,5.0,5.6,99.00,99.00,99.00,999,1016.3,24.4,999.0,999.0,99.0,99.00,
2020,10,16,01,00,160,6.4,7.1,99.00,99.00,99.00,999,1016.2,24.9,999.0,999.0,99.0,99.00,
2020,10,16,02,00,152,2.9,3.2,99.00,99.00,99.00,999,1016.5,24.7,999.0,999.0,99.0,99.00,
2020,10,16,03,00,149,2.2,2.6,99.00,99.00,99.00,999,1016.7,24.7,999.0,999.0,99.0,99.00,
2020,10,16,04,00,290,1.3,1.4,99.00,99.00,99.00,999,1017.1,23.8,999.0,999.0,99.0,99.00,
2020,10,16,05,00,337,1.3,1.7,99.00,99.00,99.00,999,1016.7,23.1,999.0,999.0,99.0,99.00,
2020,10,16,06,00,348,1.4,1.7,99.00,99.00,99.00,999,1016.4,23.0,999.0,999.0,99.0,99.00,
2020,10,16,07,00,34,1.6,1.9,99.00,99.00,99.00,999,1016.1,22.6,999.0,999.0,99.0,99.00,
2020,10,16,08,00,54,1.7,1.9,99.00,99.00,99.00,999,1015.8,23.3,999.0,999.0,99.0,99.00,
2020,10,16,09,00,72,1.8,2.0,99.00,99.00,99.00,999,1015.7,23.4,999.0,999.0,99.0,99.00,
2020,10,16,10,00,95,2.5,2.8,99.00,99.00,99.00,999,1015.7,23.5,999.0,999.0,99.0,99.00,
2020,10,16,11,00,0,0.0,0.0,99.00,99.00,99.00,999,1016.1,23.3,999.0,999.0,99.0,99.00,
2020,10,16,12,00,0,0.0,0.0,99.00,99.00,99.00,999,1016.6,23.4,999.0,999.0,99.0,99.00,
2020,10,16,13,00,192,1.0,1.3,99.00,99.00,99.00,999,1017.1,24.2,999.0,999.0,99.0,99.00,
2020,10,16,14,00,252,3.3,4.7,99.00,99.00,99.00,999,1017.5,25.2,999.0,999.0,99.0,99.00,
2020,10,16,15,00,301,2.4,3.4,99.00,99.00,99.00,999,1017.5,26.2,999.0,999.0,99.0,99.00,
2020,10,16,16,00,299,2.0,2.9,99.00,99.00,99.00,999,1017.4,27.4,999.0,999.0,99.0,99.00,
2020,10,16,17,00,290,3.7,4.9,99.00,99.00,99.00,999,1017.1,27.3,999.0,999.0,99.0,99.00,
2020,10,16,18,00,299,2.2,4.3,99.00,99.00,99.00,999,1016.1,28.0,999.0,999.0,99.0,99.00,
2020,10,16,19,00,245,2.7,3.1,99.00,99.00,99.00,999,1015.4,28.3,999.0,999.0,99.0,99.00,
2020,10,16,20,00,218,1.3,2.4,99.00,99.00,99.00,999,1015.4,26.9,999.0,999.0,99.0,99.00,
2020,10,16,21,00,206,3.4,3.9,99.00,99.00,99.00,999,1015.1,25.9,999.0,999.0,99.0,99.00,
2020,10,16,22,00,291,2.5,3.8,99.00,99.00,99.00,999,1015.5,26.7,999.0,999.0,99.0,99.00,
2020,10,16,23,00,289,1.3,1.6,99.00,99.00,99.00,999,1016.4,24.9,999.0,999.0,99.0,99.00,
2020,10,17,00,00,286,1.9,2.2,99.00,99.00,99.00,999,1016.8,24.1,999.0,999.0,99.0,99.00,
2020,10,17,01,00,2,6.5,7.7,99.00,99.00,99.00,999,1017.4,22.4,999.0,999.0,99.0,99.00,
2020,10,17,02,00,1,4.1,5.1,99.00,99.00,99.00,999,1018.6,21.5,999.0,999.0,99.0,99.00,
2020,10,17,03,00,359,7.2,9.3,99.00,99.00,99.00,999,1019.4,20.6,999.0,999.0,99.0,99.00,
2020,10,17,04,00,357,4.5,6.1,99.00,99.00,99.00,999,1019.4,20.3,999.0,999.0,99.0,99.00,
